"","title","link","text","collection_date"
"190","World Food Day -- 16 October 2020","https://www.cbd.int/gbo5, https://www.cbd.int/doc/speech/2020/sp-2020-10-16-wfd-en.pdf, https://www.cbd.int/article/biodiversityforfood-1","collective action across 150 countries is what makes world food day one of the most celebrated days of the un calendar. hundreds of events and outreach activities bring together governments, businesses, ngos, the media, and general public. they promote worldwide awareness and action for those who suffer from hunger and for the need to ensure healthy diets for all.

world food day 2020 marks the 75th anniversary of fao in an exceptional moment as countries around the world deal with the widespread effects of the global covid-19 pandemic. it<U+0092>s a time to look into the future we need to build together.

food systems occupy nearly 40% of the ice-free surface of the earth and thus represent important levers in the fight to protect biodiversity. recognizing the role of biodiversity in underpinning the productivity and resilience of agricultural and other ecosystems is a critical first step towards transforming the way we produce food while guaranteeing food security. the recently released fifth edition of the global biodiversity outlook outlines two important pathways to address these issues and move from business as usual towards transformative change.

while agriculture contributes significantly to conservation and sustainable use of biodiversity, it is also a major driver of biodiversity loss. the earth<U+0092>s biodiversity is being lost at an alarming rate, putting in jeopardy the sustainability of agriculture and ecosystem services and their ability to adapt to changing conditions, threatening food and livelihoods security.

the major challenge for agriculture is to ensure food security, adequate nutrition and stable livelihoods for all, now and in the future, by increasing food production while adopting sustainable and efficient agriculture, sustainable consumption of resources, and landscape-level planning to ensure the preservation of biodiversity.
world food day is calling for global solidarity to help all populations, and especially the most vulnerable, to recover from the crisis, and to make food systems more resilient and robust so they can withstand increasing volatility and climate shocks, deliver affordable and sustainable healthy diets for all, and decent livelihoods for food system workers. this will require better social protection, innovation and digitalization, and sustainable agricultural practices that preserve the earth<U+0092>s natural resources, our health, and the climate. but we all have a role to play, from increasing the overall demand for nutritious food by choosing healthy, to not letting sustainable habits fall by the wayside, and joining the global solidarity effort, despite these uncertain times.

 

more information:

world food day website

statement

agricultural biodiversity",2021-04-16
"191","World Food Day -- 16 October 2020","https://www.cbd.int/gbo5, https://www.cbd.int/doc/speech/2020/sp-2020-10-16-wfd-en.pdf, https://www.cbd.int/article/biodiversityforfood-1","intensified food production, combined with climate change, is causing a rapid loss of biodiversity. today only nine plant species account for 66% of total crop production despite the fact that there are at least 30 000 edible plants.",2021-04-16
"192","World Food Day -- 16 October 2020","https://www.cbd.int/gbo5, https://www.cbd.int/doc/speech/2020/sp-2020-10-16-wfd-en.pdf, https://www.cbd.int/article/biodiversityforfood-1","2 billion people experience moderate or severe food insecurity, meaning they have difficulty in regularly accessing nutritious and sufficient food.",2021-04-16
"193","World Food Day -- 16 October 2020","https://www.cbd.int/gbo5, https://www.cbd.int/doc/speech/2020/sp-2020-10-16-wfd-en.pdf, https://www.cbd.int/article/biodiversityforfood-1","more than 113 million people across 53 countries experience acute hunger requiring urgent food, nutrition and livelihoods assistance.",2021-04-16
"194","World Food Day -- 16 October 2020","https://www.cbd.int/gbo5, https://www.cbd.int/doc/speech/2020/sp-2020-10-16-wfd-en.pdf, https://www.cbd.int/article/biodiversityforfood-1","the global population is expected to reach almost 10 billion by 2050, which will significantly increase the demand for food.",2021-04-16
"195","World Food Day -- 16 October 2020","https://www.cbd.int/gbo5, https://www.cbd.int/doc/speech/2020/sp-2020-10-16-wfd-en.pdf, https://www.cbd.int/article/biodiversityforfood-1","approximately 14 percent of food produced for human consumption is lost each year before reaching the wholesale market.",2021-04-16
"196","World Food Day -- 16 October 2020","https://www.cbd.int/gbo5, https://www.cbd.int/doc/speech/2020/sp-2020-10-16-wfd-en.pdf, https://www.cbd.int/article/biodiversityforfood-1","over 3 billion people in the world lack access to internet and most of them live in rural and remote areas. smallholder farmers need greater access to finance, training, innovation and technology to improve their livelihoods.",2021-04-16
"197","World Food Day -- 16 October 2020","https://www.cbd.int/gbo5, https://www.cbd.int/doc/speech/2020/sp-2020-10-16-wfd-en.pdf, https://www.cbd.int/article/biodiversityforfood-1","a combination of poor diets and sedentary lifestyles has led to soaring obesity rates, not only in developed countries, but also low-income countries, where hunger and obesity often coexist. no region is exempt.",2021-04-16
"198","World Food Day -- 16 October 2020","https://www.cbd.int/gbo5, https://www.cbd.int/doc/speech/2020/sp-2020-10-16-wfd-en.pdf, https://www.cbd.int/article/biodiversityforfood-1","if our food systems are not transformed, undernourishment and malnutrition will greatly increase by 2050. this could increase more if there is further deterioration in income inequality, employment or basic access to services.",2021-04-16
"199","World Food Day -- 16 October 2020","https://www.cbd.int/gbo5, https://www.cbd.int/doc/speech/2020/sp-2020-10-16-wfd-en.pdf, https://www.cbd.int/article/biodiversityforfood-1","the impact of malnutrition in all its forms - undernutrition, micronutrient deficiencies, as well as overweight and obesity - on the global economy is estimated at usd 3.5 trillion per year.",2021-04-16
"200","Forests are much more than trees","","the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems is essential for sustainable development and for achieving sustainable development goal 15: life on land. target 15.9 of this goal includes a call to integrate ecosystem and biodiversity values into national and local development planning, poverty reduction strategies and accounts. other targets highlight the importance of particular ecosystems, including freshwater, forests, deserts and degraded lands and mountain ecosystems.

forests cover around 30% of earth<U+0092>s land area, containing 80% of terrestrial biomass and providing habitat for over half of the world<U+0092>s known terrestrial plant and animal species. although the net annual rate of forest loss has slowed over the past decades, it is still a matter of concern because the loss is occurring in areas with particularly high ecological value. while there is a marked increase in protected areas over the past century, many key biodiversity areas are not adequately covered by protected area status. globally there are more than a billion hectares of deforested and degraded forest land that could be restored, a vast area with the potential to enrich biodiversity and improve ecosystem functions.

ecosystem approaches to farming and grazing that foster biodiversity in soil microorganisms and soil macro and microfauna promote and maintain the soil<U+0092>s physical and ecological health, thus preventing its erosion, while preserving and rebuilding soil fertility.  
 

 

more information:

biodiversity and the 2030 agenda for sustainable development",2021-04-16
"201","How can Tourism work for Biodiversity?","https://www.cbd.int/tourism/","the earth<U+0092>s beautiful landscapes, fascinating species and diverse climates have captivated humanity for centuries. this natural allure has drawn individuals away from the comfort of their own homes to travel to distant lands; as a consequence, the tourism sector has strong economic, environmental and sociocultural links to biodiversity. 

while the sector can generate much revenue for protected areas, empower indigenous peoples and local communities culturally and financially, it can also significantly impact the natural environment if activities are not carried out with care.  for instance, co2 emissions from travel, strain on freshwater resources caused by tourist facilities and change in land use as a result of tourist-related developments are all major concerns. 

parties to the convention on biological diversity (cbd) have worked to enhance the financing of protected area networks through capturing revenues from visitation (concessions and partnerships), to support the sustainable development of special places called <U+0093>tourism and conservation hotspots<U+0094>, and to help indigenous peoples and local communities who are stewards of natural areas to complement their livelihood through ecotourism and community-based tourism. tourism carried out in this manner can help in the implementation of all 17 sustainable development goals, specifically contributing to sustainable economic growth, sustainable consumption and production, and the sustainable use of oceans, seas and marine resources. 

the cbd secretariat has contributed to sustainable tourism by developing, promoting and disseminating guidelines and manuals so that tourism activities are conducted while ensuring that measures are taken to protect biodiversity. it also works with the un world tourism organization, the private sector and ngos to encourage commitments and announcements towards the post-2020 global biodiversity framework. 

more information:

biological diversity and tourism",2021-04-16
"202","International Youth Day -- 12 August","https://www.cbd.int/doc/speech/2020/sp-2020-08-10-youth-en.pdf, https://www.cbd.int/youth, https://www.cbd.int/youth/doc/cbd_in_a_nutshell.pdf, https://www.cbd.int/youth/doc/IANYD-statement-en.pdf, https://www.cbd.int/youth/doc/IANYD-statement-en.pdf, https://www.cbd.int/youth/doc/IANYD-statement-en.pdf, https://www.cbd.int/youth/doc/IANYD-statement-en.pdf, https://www.cbd.int/youth/doc/IANYD-statement-en.pdf","<U+0093>youth engagement for global action<U+0094> is this year's inspiring theme for international youth day. youth are participating actively in the development of the post-2020 global biodiversity framework, a strategic road map towards a 2050 vision of living in harmony with nature, expected to be agreed by the global community in 2021.

the work of the convention on biological diversity has been greatly enriched by youth. from their involvement in global decision-making to community actions, youth have become full partners in the fight against biodiversity loss. they are partners with vivid minds and unique perspectives, who can help define strategic priorities and implement creative solutions.

youth can take action towards innovation and transformative change. they have the capacity to use and develop new technologies for the benefit of nature as well as to engage with marginalized groups in our societies.

under the convention on biological diversity, youth can be invited by governments to join their delegations in official meetings; they participate in technical meetings; they receive in-kind or financial support to implement projects; and they get recognition for their work.

providing support to youth is not only an investment towards a world where we live in harmony with nature, but also in our institutions, better governance, sustainable development, gender and social equity.

do you want to share your ideas with the world?

youth are actively engaged in the global youth biodiversity network (gybn). with 60 national chapters, gybn enables youth to learn about the convention, engage meaningfully in its processes, and implement projects in support of its objectives.

have you ever thought about participating at an international meeting? to learn more about what you can do, visit the global youth and biodiversity network (gybn), a network that aims to represent the voice of global youth in the cbd negotiations, raise awareness among young people of the values of biodiversity, and connects individuals and youth organizations in order to build a global coalition to halt the loss of biodiversity.

 

more information:

notification

children & youth",2021-04-16
"203","International Youth Day -- 12 August","https://www.cbd.int/doc/speech/2020/sp-2020-08-10-youth-en.pdf, https://www.cbd.int/youth, https://www.cbd.int/youth/doc/cbd_in_a_nutshell.pdf, https://www.cbd.int/youth/doc/IANYD-statement-en.pdf, https://www.cbd.int/youth/doc/IANYD-statement-en.pdf, https://www.cbd.int/youth/doc/IANYD-statement-en.pdf, https://www.cbd.int/youth/doc/IANYD-statement-en.pdf, https://www.cbd.int/youth/doc/IANYD-statement-en.pdf","cbd in a nutshell provides an excellent account of the decision-making processes of the convention, its institutional framework, procedures for participation and other relevant information, and serves as a very useful reference for stakeholders interested in joining the processes of the convention. the first edition of cbd in a nutshell was launched by the global youth biodiversity network in the margins of cop 13.",2021-04-16
"204","International Youth Day -- 12 August","https://www.cbd.int/doc/speech/2020/sp-2020-08-10-youth-en.pdf, https://www.cbd.int/youth, https://www.cbd.int/youth/doc/cbd_in_a_nutshell.pdf, https://www.cbd.int/youth/doc/IANYD-statement-en.pdf, https://www.cbd.int/youth/doc/IANYD-statement-en.pdf, https://www.cbd.int/youth/doc/IANYD-statement-en.pdf, https://www.cbd.int/youth/doc/IANYD-statement-en.pdf, https://www.cbd.int/youth/doc/IANYD-statement-en.pdf","on 22 april 2020, 50 members of the united nations inter-agency network on youth development (un ianyd) released a joint statement calling for:

partnering, safely and effectively, with young people during and after the covid-19 crisis
	recognizing young people<U+0092>s own actions and their potential to advance the fight against the pandemic
	understanding the specific impacts the pandemic has and will have on young people
the statement notably reminds us that young people are already leveraging their strengths to develop and implement solutions to the covid-19 and related challenges including climate change and biodiversity loss.",2021-04-16
"205","Our food relies on pollinators","https://www.cbd.int/development/doc/sdg-feb2014-factsheet-en.pdf","the worldwide economic value of pollination services provided by insects in 2005 was estimated to be $190 billion for the main crops that feed the world. the volume of production of pollinator dependent crops has increased by 300% over the last five decades, making livelihoods increasingly dependent on the provision of pollination. wild pollinators have declined in occurrence and diversity in northwestern europe and north america. however, other sources note declines in other parts of the world. more than three quarters of the leading types of global food crops rely to some extent on pollination for yield and/or quality. pollinator dependent crops contribute to 35% of global crop production volume.

more information:

biodiversity supporting development--fast facts",2021-04-16
"206","2020 High-Level Political Forum-- Biodiversity Highlights","https://twitter.com/hashtag/biodiversity?src=hash&ref_src=twsrc%5Etfw, https://twitter.com/hashtag/Post2020?src=hash&ref_src=twsrc%5Etfw, https://twitter.com/sabinofrancis?ref_src=twsrc%5Etfw, https://twitter.com/BasilevanHavre?ref_src=twsrc%5Etfw, https://twitter.com/hashtag/HLPF?src=hash&ref_src=twsrc%5Etfw, https://twitter.com/hashtag/HLPF2020?src=hash&ref_src=twsrc%5Etfw, https://twitter.com/hashtag/Biodiversity2020?src=hash&ref_src=twsrc%5Etfw, https://twitter.com/hashtag/COVID19?src=hash&ref_src=twsrc%5Etfw, https://t.co/GLHSWvVeY0, https://t.co/mm0qG87s7l, https://twitter.com/UNBiodiversity/status/1283106990252851206?ref_src=twsrc%5Etfw, https://www.youtube.com/watch?v=uCMJwI3jB9Y, https://wwf.zoom.us/rec/share/2-glfqOu_WZLWtLw9kXgY5cqGIS8X6a8hicd__oPnx6Ldms_PTX35ZIA4QpeHKkh?startTime=1594816351000, https://enb.iisd.org/hlpf/2020/side-events/16jul.html,  https://undp.zoom.us/rec/share/6vRREKrx901LRavQ1mP-c4hwHcPbX6a82icbrvEFnk2vXJZqpLbiH8i6GRplOsPH, https://twitter.com/hashtag/COVID19?src=hash&ref_src=twsrc%5Etfw, https://twitter.com/hashtag/Environment?src=hash&ref_src=twsrc%5Etfw, https://twitter.com/hashtag/Japan?src=hash&ref_src=twsrc%5Etfw, https://twitter.com/hashtag/HLPF?src=hash&ref_src=twsrc%5Etfw, https://twitter.com/hashtag/HLPF2020?src=hash&ref_src=twsrc%5Etfw, https://twitter.com/hashtag/Biodiversity2020?src=hash&ref_src=twsrc%5Etfw, https://t.co/xhjuI9tLP7, https://t.co/pvBw1hHOzt, https://twitter.com/UNBiodiversity/status/1283740312012230658?ref_src=twsrc%5Etfw,  https://www.cbd.int/conferences/post2020, https://twitter.com/hashtag/COVID19?src=hash&ref_src=twsrc%5Etfw, https://twitter.com/hashtag/nature?src=hash&ref_src=twsrc%5Etfw, https://twitter.com/mremae?ref_src=twsrc%5Etfw, https://twitter.com/hashtag/HLPF?src=hash&ref_src=twsrc%5Etfw, https://twitter.com/hashtag/HLPF2020?src=hash&ref_src=twsrc%5Etfw, https://twitter.com/hashtag/Biodiversity2020?src=hash&ref_src=twsrc%5Etfw, https://twitter.com/hashtag/BuildBackBetter?src=hash&ref_src=twsrc%5Etfw, https://t.co/xhjuI9tLP7, https://t.co/rcVGZMcbbN, https://twitter.com/UNBiodiversity/status/1283744146965049344?ref_src=twsrc%5Etfw","at the forum, the convention on biological diversity (cbd) and partners emphasized that post-pandemic recovery plans offer an opportunity for communities to integrate the protection and sustainable use of biodiversity into policies to strengthen resilience and human development. 

here are four key moments for nature at hlpf.
 

1.    building back better after covid-19 

with covid-19 gripping the world<U+0092>s attention, many hlpf discussions focused on the recovery and how to reduce the risk of future pandemics. the un economic and social council held a discussion on how to build back better and protect people and planet, with a focus on action in areas that will have the greatest impact on the sdgs.

along with ministers and diplomats from colombia, suriname and sweden, the executive secretary discussed engaging public and private sector partners to halt nature degradation, reverse biodiversity loss and build community resilience.  panellists highlighted emerging opportunities and innovative nature-based solutions to help eradicate poverty, ensure food security, promote gender equality and secure livelihoods for all.

""conserving and sustainably using biodiversity must be at the core of our covid-19 recovery and future sustainable development pathways.""- elizabeth maruma mrema, cbd executive secretary

watch the video


2.    the post-2020 global biodiversity framework and the sdgs

attended by government ministers, heads of international organizations and civil society groups, this cbd secretariat side event underscored the need for urgent action on biodiversity for sustainable development. 

the co-chairs of the open-ended working group on the post-2020 global biodiversity framework, basile van havre and francis ogwal, briefed participants on the progress made towards the development of the framework. speakers shared new thinking on biodiversity in the context of sustainable development and discussed how the framework can contribute to a more resilient post-covid world. 



""don't look for a single health target in the global #biodiversity framework, look for it in many places.""
<U+0097> #post2020 co-chairs @sabinofrancis and @basilevanhavre at our #hlpf side event.#hlpf2020 #biodiversity2020 #covid19
live now https://t.co/glhswvvey0 pic.twitter.com/mm0qg87s7l
<U+0097> un biodiversity (@unbiodiversity) july 14, 2020


""only by working together, can the concept of green development be deeply rooted in the hearts of people, the journey towards the building of a global ecological civilization be smooth and productive, and people<U+0092>s aspiration for green development be turned into reality."" <U+0096> huang runqiu, minister of ecology and environment of china

watch the video

 

3.    nature-based solutions for people and planet

the event <U+0091>accelerating transformation to achieve the 2030 agenda<U+0092> focused on practical examples of how nature-based solutions contribute to the delivery of the sdgs. cbd executive secretary elizabeth maruma mrema joined diplomats, heads of un agencies and other international organizations and civil society groups in a discussion about how conservation and sustainable use of natural resources strengthens human wellbeing.

the event ended with a call to action for countries to scale up investment in nature.  
<U+0093>the awareness has never been greater. the science has never been clearer. the political commitment has never been a greater... so next year is the year where we can actually crystallize the vision, crystallize our targets and begin to take action with more ambition than ever before.<U+0094> - marco lambertini, director general, wwf international.

""nature-based solutions are key to choices people, communities and economies face in covid-19 recovery and will affect the trajectory of the coming decade.""- achim steiner, undp administrator

watch the video 

 

4.    societies in harmony with nature

a virtual event on the satoyama initiative brought together experts from government, academia and civil society to share insights on sustainable management of socio-ecological production landscapes and seascapes. panellists discussed lessons learned from satoyama initiative projects on community development and sustainable use of biodiversity that may be applied to advance the sdgs and a green recovery from covid-19.
 

""what we have with the covid-19 crisis is a basic conflict between humans and nature. satoyama initiative for me is the cure for covid-19.""- carlos manuel rodriguez, minister of environment and energy of costa rica

read more about the eventwatch the video 



""i am convinced that these initiatives will be the 1st step for the construction of a new society after #covid19.""
<U+0097>shinjiro koizumi, minister of #environment, #japan at our #hlpf side event on the satoyama initiative.#hlpf2020 #biodiversity2020
livehttps://t.co/xhjui9tlp7 pic.twitter.com/pvbw1hhozt
<U+0097> un biodiversity (@unbiodiversity) july 16, 2020

the high-level political forum on sustainable development placed nature and biodiversity at the core of the un<U+0092>s ""build back better"" vision in response to the covid-19 pandemic. the discussions showed the high level of political momentum around nature-based solutions to confront the challenges the world faces. maintaining and building on this momentum will be critical to delivering a transformative post-2020 global biodiversity framework at cop 15 next year in kunming, china. road to kunming



""the #covid19 pandemic reminds us that we need urgent, sweeping action to adopt a way of life in harmony with #nature.""
<U+0097>cbd exec sec'y @mremae at our #hlpf side event.#hlpf2020 #biodiversity2020 #buildbackbetter
live nowhttps://t.co/xhjui9tlp7 pic.twitter.com/rcvgzmcbbn
<U+0097> un biodiversity (@unbiodiversity) july 16, 2020",2021-04-16
"207","Equity plays a role in the management of nature","https://www.cbd.int/development/doc/biodiversity-2030-agenda-technical-note-en.pdf","socio-political aspects of inequality, including gender and ethnicity, are inextricably linked with the conservation and sustainable use of biodiversity. this is because indigenous peoples and local communities and women are important custodians of biodiversity and related traditional knowledge, although they are often marginalized and disadvantaged. 

the role of law and equity to manage nature contributes to an inclusive society based on justice and democratic decision-making.  recognizing rights to sustainable management of natural resources, enhancing values of biodiversity and related knowledge, and building an environment for equitable benefit-sharing has the potential to improve socioeconomic and political inequality among social groups.

 

more information:

biodiversity and the 2030 agenda for sustainable development",2021-04-16
"208","How the public can participate in the Informal Sessions of SBSTTA-24","https://www.cbd.int/live/, https://broadcaster.interactio.io/join?code=C8E8MMBQY53D, https://youtu.be/QLeD_b6NDQk, https://youtu.be/UfeGIy1d33E, https://youtu.be/0OyLmuzmVEg, https://youtu.be/9NfB78FdJvc, https://youtu.be/0OyLmuzmVEg, https://youtu.be/0Nb_b7FZE2Y, https://youtu.be/hYVvjBlw4Bo, https://youtu.be/SVXwR6e9JzI, https://youtu.be/DrT5XmAf7Rk, https://youtu.be/fj3QniSKINA, https://youtu.be/bUCbh2Qquf8, https://youtu.be/O0f-X9-SuyY, https://www.cbd.int/meetings/COP-15, https://www.cbd.int/conferences/post2020, https://www.youtube.com/channel/UCvyFdu4oVs6jzyfiMRwN4IQ, https://twitter.com/UNBiodiversity/status/1362008898920660995, https://www.linkedin.com/posts/unbiodiversity_un-biodiversity-conventions-science-body-activity-6767653243012038656-ZT9K, https://twitter.com/hashtag/COP15?src=hash&ref_src=twsrc%5Etfw, https://twitter.com/hashtag/post2020?src=hash&ref_src=twsrc%5Etfw, https://twitter.com/hashtag/biodiversity?src=hash&ref_src=twsrc%5Etfw, https://t.co/uZsPMiEPR9, https://twitter.com/UNBiodiversity/status/1361686935031472128?ref_src=twsrc%5Etfw, https://www.cbd.int/doc/press/2021/pr-2021-02-16-sbstta-en.pdf, https://www.cbd.int/conferences/sbstta24-sbi3, https://www.cbd.int/conferences/sbstta24-sbi3/sbstta-24-prep-03/documents","what is the difference between the informal and formal sessions?

while the formal meetings of sbstta-24 and sbi-3 are delayed because of the ongoing pandemic, virtual informal sessions of these meeting are being convened on the following dates:

informal session in preparation for sbstta-24: 17-19 february and 24-26 february 2021 
	informal session in preparation for sbi-3: 8-12 march and 14 march 2021
all sessions will last three hours per day and will be held from 7:00 a.m. to 10:00 a.m. est.

the difference between the informal and formal sessions is that there will be no negotiations or decisions taken during this online meeting.

the informal meeting will serve as an opportunity for parties and observers to explore the virtual format, and to exchange opinions on key agenda items on the road to developing a scientifically and technically sound post-2020 global biodiversity framework.

although no decisions or formal outcomes or conference room papers will be prepared at the informal sessions, all members of the public are encouraged to take part by watching the sessions and engaging in discussion on social media.

 

watching the informal sessions

while the registration process has closed, all sessions will be open for everyone to watch.

the sessions will be livestreamed on the following website: https://www.cbd.int/live/ 

live translation of the event will be available on the following link:   https://broadcaster.interactio.io/join?code=c8e8mmbqy53d 

re-watch day 1 -- 17 february 2021



(español) (français)

re-watch day 2 -- 18 february 2021



(español) (français)

re-watch day 3 -- 19 february 2021



(español) (français)

re-watch day 4 -- 24 february 2021



(español) (français)

re-watch day 5 -- 25 february 2021



(español) (français)

re-watch day 6 -- 26 february 2021



(español) (français)

online discussion

the virtual informal sessions are intended to help to maintain momentum in the preparation for the fifteenth meeting of the conference of the parties (cop 15) and related meetings, including important work related to the development of the post-2020 global biodiversity framework. 

the sessions will provide opportunities for statements by parties and observers on the issues on the agenda of sbstta-24 and sbi-3.  the public is invited to participate by commenting through the cbd's  social media channels, including our youtube channel, twitter and linkedin pages.

 



 coming up: informal session in preparation for sbstta-24
the virtual informal session will help maintain momentum in preparations for #cop15 and related meetings, including important work on the development of the #post2020 global #biodiversity framework. pic.twitter.com/uzspmiepr9
<U+0097> un biodiversity (@unbiodiversity) february 16, 2021


 



 

more information:

press release

preparations for sbstta-24

documents",2021-04-16
"209","The Global Taxonomy Initiative Forum 2020","https://www.cbd.int/meetings/GTI-OM-2020-01, https://www.cbd.int/jbf/, https://www.cbd.int/sp/targets/, https://youtu.be/1gYRmP9npNE, https://youtu.be/LSOO4yZVLsg, https://youtu.be/f_8hzdZIkAQ, https://www.cbd.int/gti/doc/gti_forum_2020_statement.pdf, https://www.cbd.int/conferences/post2020, https://www.cbd.int/meetings/GTI-OM-2020-01, https://www.cbd.int/gti/, https://www.cbd.int/doc/c/6064/62d6/8ee5a95ab9b07c4e4091bc5c/2_thomas_von_rintelen-en.pdf, https://www.cbd.int/doc/c/6064/62d6/8ee5a95ab9b07c4e4091bc5c/2_thomas_von_rintelen-en.pdf, https://www.cbd.int/doc/c/cb22/79d9/2ac53d47a803746483b3466b/3_tim_hirsch-en.pdf, https://www.cbd.int/doc/c/cb22/79d9/2ac53d47a803746483b3466b/3_tim_hirsch-en.pdf, https://www.cbd.int/doc/c/fd02/f32d/c361dc88bfe2a160997dd73a/4_donald_hobern-en.pdf, https://www.cbd.int/doc/c/fd02/f32d/c361dc88bfe2a160997dd73a/4_donald_hobern-en.pdf, https://www.cbd.int/doc/c/9484/a0b2/124cc6bdfd3044492e1ff3c0/5_michelle_price-en.pdf, https://www.cbd.int/doc/c/9484/a0b2/124cc6bdfd3044492e1ff3c0/5_michelle_price-en.pdf, https://www.cbd.int/doc/c/55ff/f4c6/9afa75cc07d91809cac85854/6_ramagwai_sebola-en.pdf, https://www.cbd.int/doc/c/55ff/f4c6/9afa75cc07d91809cac85854/6_ramagwai_sebola-en.pdf, https://www.cbd.int/doc/c/9de0/625d/fb6af8ba6d25738e40726dbe/7_jolien_venneman-en.pdf, https://www.cbd.int/doc/c/9de0/625d/fb6af8ba6d25738e40726dbe/7_jolien_venneman-en.pdf, https://www.cbd.int/doc/c/03ed/2244/f427e4f4cd2db241ac765e50/8_daniel_janzen-en.pdf, https://www.cbd.int/doc/c/03ed/2244/f427e4f4cd2db241ac765e50/8_daniel_janzen-en.pdf, https://www.cbd.int/doc/c/d35f/90b7/b87cbb8727c1a47e790700b2/9_ethan_freid-en.pdf, https://www.cbd.int/doc/c/d35f/90b7/b87cbb8727c1a47e790700b2/9_ethan_freid-en.pdf, https://www.cbd.int/doc/c/2e31/a2cf/cfb4d51dba53f0b454d4cacd/10_thomas_borsch-en.pdf, https://www.cbd.int/doc/c/2e31/a2cf/cfb4d51dba53f0b454d4cacd/10_thomas_borsch-en.pdf, https://www.cbd.int/doc/c/4976/e9a2/e454adc18ef06bb18c75af08/11_diana_hernandez-en.pdf, https://www.cbd.int/doc/c/4976/e9a2/e454adc18ef06bb18c75af08/11_diana_hernandez-en.pdf, https://www.cbd.int/doc/c/a906/0e5c/c34d156279f3ea627129cc7b/12_hai-ning_qin-en.pdf, https://www.cbd.int/doc/c/a906/0e5c/c34d156279f3ea627129cc7b/12_hai-ning_qin-en.pdf, https://www.cbd.int/doc/c/8583/9225/de09966ed9e741ee07b648c1/13_hugo_de-boer-en.pdf, https://www.cbd.int/doc/c/8583/9225/de09966ed9e741ee07b648c1/13_hugo_de-boer-en.pdf, https://www.cbd.int/doc/c/c0b6/e4a7/30ea81ede7a3cb191533f1d3/14_ta_thi_kieu_anh-en.pdf, https://www.cbd.int/doc/c/c0b6/e4a7/30ea81ede7a3cb191533f1d3/14_ta_thi_kieu_anh-en.pdf, https://www.cbd.int/doc/c/e604/f681/0d88e74f8d3fdba887caf344/15_mark_watson-en.pdf, https://www.cbd.int/doc/c/e604/f681/0d88e74f8d3fdba887caf344/15_mark_watson-en.pdf, https://www.cbd.int/doc/c/3ed2/d557/8fabf4b3ba81b66b17838201/16_aleksander_shestopal-en.pdf, https://www.cbd.int/doc/c/3ed2/d557/8fabf4b3ba81b66b17838201/16_aleksander_shestopal-en.pdf, https://www.cbd.int/doc/c/c979/7b56/ab70adacc528da6e3749f918/17_mohammed_sghir_taleb-en.pdf, https://www.cbd.int/doc/c/c979/7b56/ab70adacc528da6e3749f918/17_mohammed_sghir_taleb-en.pdf","the global taxonomy initiative (gti) forum facilitated by the secretariat, was held online from 2 to 4 december 2020 in collaboration with the co-hosting institution, the museum für naturkunde, berlin, and the government of germany, with financial support from the japan biodiversity fund.

the three-day gti forum consisted of an opening symposium on, <U+0093>best practices and challenges of the gti in achieving the aichi biodiversity targets<U+0094>, followed by two days of workshops. the workshops focused on the following themes:

the gti 2021-2030 activities to support parties<U+0092> achievement of the post-2020 biodiversity targets; and
	the gti 2021-2030 activities to enhance education, public engagement and collaboration between governments and taxonomic institutions.
details including the program of speakers, presentations and recordings of the virtual event can be found below:

recordings

day 1: symposium



day 2: workshop i



day 3: workshop ii



 

outcomes

following the gti forum, participants agreed on a joint <U+0093>call for action on recognizing the critical role of taxonomy to underpin transformative change within the post-2020 global biodiversity framework.<U+0094>

discussions at the gti forum on activities and innovations relevant to strengthening technical and scientific co-operation, in support of the post-2020 global biodiversity framework, will be captured in a technical document to inform discussions at the third meeting of the subsidiary body on implementation (sbi-3), when it meets in 2021. 

 

more information:

gti forum documents

the global taxonomy initiative",2021-04-16
