"","title","link","text","collection_date"
"210","Mexico Hosts Sensitization Seminar On Opportunities For Deep Seabed Mining","https://isa.org.jm, https://www.translatetheweb.com/?from=&to=fr&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://www.translatetheweb.com/?from=&to=es&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://twitter.com/ISBAHQ?ref_src=twsrc%5Etfw","kingston, jamaica, 12 november 2013 - - the sensitization seminar on mexico's opportunities for deep seabed mining was convened yesterday in mexico city.
the two-day seminar which ends today is aimed at increasing public awareness of the nature of mineral resources in marine areas beyond the limits of national jurisdiction (“the area”).
the seminar was opened by secretary-general nii allotey odunton of the authority; dr. josé antonio meade kuribreña, secretario de relaciones exteriores; ildefonso guajardo villareal, secretario de economía; dr. josé narro robles, rector de la universidad nacional autónoma de méxico; and dr. enrique cabrero, director general del consejo nacional de ciencia y tecnología.
presentations (see agenda) were made by the international seabed authority and experts from various scientific institutions on the 1982 un convention on the law of the sea institutions, the legal framework for activities in the area,  member state responsibilities on supporting entities carrying out activities in the seabed and rare metals and rare earth minerals from the seabed.
mexico will also make presentations on marine scientific research programmes, training and sponsoring opportunities for mexican entities in the exploration for mineral resources in the area.
the seminar in mexico is the 6th in the series of sensitization seminars to be held by the isa and the 2nd to be held in south america.tweets by isbahqna",2021-04-16
"211","ISA Announces Open Briefing in New York","https://isa.org.jm, https://www.translatetheweb.com/?from=&to=fr&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://www.translatetheweb.com/?from=&to=es&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://twitter.com/ISBAHQ?ref_src=twsrc%5Etfw","jamaica, kingston (22 may 2015) - -the international seabed authority is inviting member states, permanent missions and observers to the united nations to an open briefing on friday 29 may 2015.
the open briefing will be held in conference room 11, united nations headquarters, new york from 1:15 - 3:15pm.
the briefing will cover upcoming issues for the authority including arrangements for the 21st session, the work of the legal and technical commission and in particular, the development of the exploitation code and will also feature a questions and answers session with delegations.tweets by isbahq",2021-04-16
"212","Seabed Assembly Ends Productive 18th Session Of The Authority","https://isa.org.jm, https://www.translatetheweb.com/?from=&to=fr&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://www.translatetheweb.com/?from=&to=es&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://twitter.com/ISBAHQ?ref_src=twsrc%5Etfw","the assembly of the international seabed authority concluded its 18th session after approving the regulations on cobalt-rich crusts, electing mr. nii odunton as secretary-general for a second four-year term and adopting the budget and a scale of assessment for the 2013-14 financial period.
the regulations, the result of three years of work, are entitled regulations on prospecting and exploration for cobalt-rich ferromanganese crusts in the area, and represent the third set of regulations produced by the authority, established by the 1982 united nations convention on the law of the sea, to protect and develop deep ocean riches as the “common heritage of mankind”.
in other actions before adjourning, the assembly also renewed half of the membership of the 36-member council for a four-year term from 2013 through to 2016. the 20 newly elected members of council are:
group a: china, japan
group b: india
group c: canada, south africa
group d: bangladesh, brazil, uganda
group e: argentina, czech republic, guyana, kenya, mozambique, namibia, netherlands poland, senegal, spain, trinidad and tobago, united kingdom
spain is elected for a four-year term with the understanding that it will relinquish its seat after one year to norway for the year 2014; the united kingdom will relinquish its seat after two years to norway for the year 2015; and after serving for three years, the netherlands will relinquish its seat to norway for the last remaining year of its term.
the assembly has also decided to hold its nineteenth session in kingston 15 – 26 july 2013, with the legal and technical commission meeting the week before.tweets by isbahqna",2021-04-16
"213","Resources Classification Workshop Opens in Goa, India","https://isa.org.jm, https://www.translatetheweb.com/?from=&to=fr&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://www.translatetheweb.com/?from=&to=es&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://twitter.com/ISBAHQ?ref_src=twsrc%5Etfw","in his keynote address to participants attending the polymetallic nodules resources classification workshop, isa secretary-general nii odunton stressed the importance of the workshop and its outcome.
secretary-general odunton said he hoped that the outcome of the week-long workshop would form the basis of standards for resource classification, facilitate the provision of resources data and provide a partial basis for the isa's legal and technical commission to consider and make recommendations to the council.
workshop participants were welcomed by dr. s. rajan of the national centre for antarctic and ocean research (ncaor) and the ministry of earth sciences (moes).
the resources classification workshop is jointly organized by the international seabed authority and the ministry of earth sciences in goa from 13-17 october 2014.
the objectives of the workshop are to:
(i) ascertain the work being undertaken by contractors for polymetallic nodule exploration and resource data required in section 11of the standard clauses of exploration contracts;
(ii) review current practice in labd-based mineral development on national reporting standards for exploration results and resource classification;
(iii) identify special aspects of polymetallic nodule deposits that should be addressed in resource reporting standards;
(iv) identify any issues arising from differences in national reporting standards to which the authority should respond;
(v) assist contractors to identify and implement best practices in polymetallic nodule resource evaluation;
(vi) identify work to be completed by contractors to fulfil item (i);
(vii) determine the time required to  fulfil item (v) and,
(viii) provide guidance to the isa regarding relations with mineral information standards organizations including potential cooperation with crirsco's work.tweets by isbahqna",2021-04-16
"214","ISA and the Ministry of Natural Resources and Environment of the Russian Federation Sign Exploration Contract for Cobalt-Rich Ferromanganese Crusts","https://isa.org.jm, https://www.translatetheweb.com/?from=&to=fr&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://www.translatetheweb.com/?from=&to=es&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://twitter.com/ISBAHQ?ref_src=twsrc%5Etfw","jamaica, kingston (10 march 2015) - - the international seabed authority and the ministry of natural resources and environment of the russian federation have signed a 15-year contract for exploration for cobalt-rich ferromanganese crusts within the magellan mountains in the pacific ocean.
the contract was signed today, 10 march 2015, in new york by the deputy to the secretary-general and legal counsel of the international seabed authority, michael lodge, and the first deputy minister of natural resources  and environment of the russian federation, denis g. khramov. 
the application for an exploration contract was approved by the council of the international seabed authority on 21 july 2014.
the area located in the magellan mountains in the pacific ocean is at approximately latitudes 16°n - 19°n and longitudes 150°e - 155°e.  the blocks are grouped into clusters with each group of blocks (clusters) consisting of five contiguous blocks and forming 30 clusters with a total exploration area that does not exceed 3, 000 km2.
the area allocated to the contractor consists of 150 blocks, each being 20 square kilometres in size and distributed over four guyots within an area of 440 kilometres x 206 kilometres. 
the objectives of the contractor are as follows:
to define priority areas for more detailed exploration with a view to demarcating potential cobalt-rich ferromanganese crusts deposits during the first five years;
to allocate the deposits and cobalt crusts reserves for mining during the second five-year period; and
to select blocks for potential exploitation within the localized fields and to identify potentially recoverable cobalt crusts in the final five-year period
the ministry of natural natural resources and environment of the russian federation also holds a contract for exploration for polymetallic sulphides in the mid-atlantic ridge which was signed on 29 october 2012.tweets by isbahq",2021-04-16
"215","Minister of External Relations of Brazil pays Courtesy Call on Secretary-General","https://isa.org.jm, https://www.translatetheweb.com/?from=&to=fr&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://www.translatetheweb.com/?from=&to=es&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://twitter.com/ISBAHQ?ref_src=twsrc%5Etfw","his excellency, mr. luis alberto figueiredo machado, minister of external relations of brazil paid a courtesy call on the secretary-general on thursday, 13 february 2014.
minister figueiredo is a brazilian diplomat who assumed office as minister of external relations in august 2013.  he was first assigned to new york in 1986 and thereafter continued his professional career with diplomatic postings to santiago,  washington d.c., ottawa and onward to paris as representative to the united nations educational, scientific and cultural organization.   in his home country he held many high level appointments including head of the ministry’s environmental policy and sustainable development divisions, and the division on sea, antarctic and outer space affairs, as well as director-general in the ministry’s department of environment and special affairs.  more recently he was appointed to the position of permanent representative of brazil to the united nations.
he was accompanied by a high level delegation from brazil.tweets by isbahqna",2021-04-16
"216","ISA Calls for Nominations of Candidates to Legal and Technical Commission and Finance Committee","https://isa.org.jm, https://www.translatetheweb.com/?from=&to=fr&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://www.translatetheweb.com/?from=&to=es&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://www.isa.org.jm/document/isba13c6, https://twitter.com/ISBAHQ?ref_src=twsrc%5Etfw","jamaica, kingston (20 january 2016) - - the international seabed authority is calling for nominations by member states, of candidates for election to its legal and technical commission and finance committee.
each nomination must be accompanied by a statement of qualification or curriculum vitae setting out the candidate's qualifications and expertise in fields relevant to the work of both organs and must be received no later than 11 april 2016.
the secretariat will circulate a list of the persons nominated with details of the nominations to all members of the authority no later than 11 may 2016.
in the case of candidates to the legal and technical commission, the procedures for nomination has been established in 2007 (isba/13/c/6).
with respect to nominations to the finance committee, due account shall be taken of the need for equitable geographical distribution and the representation of special interests.
the terms of office for new members of both bodies is five years and become effective 31 december 2016. 
note verbale [sent to member states 8 january 2016]
~ends~tweets by isbahq",2021-04-16
"217","ISA/Tongji Programme Awards Five Scholarships","https://isa.org.jm, https://www.translatetheweb.com/?from=&to=fr&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://www.translatetheweb.com/?from=&to=es&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://twitter.com/ISBAHQ?ref_src=twsrc%5Etfw","kingston, jamaica, 8 june 2011 - - five candidates from isa member states have been awarded scholarships for master and doctorate degrees under the isa-tongji scholarship programme at the tongji university's school of oceanic and earth sciences in china.
the recipients for the master degree scholarships are mr. adolfo jose albino of the republic of mozambique to be supervised by professor yang shouyie; mr. celso matsinhe, also of the republic of mozambique, to be supervised by professor zhou huaiyang; and ms. francia nelly randriambao of the republic of madagascar, to be supervised by professor zhou huaiyang.
the recipients for the doctoral degree scholarships are ms. valentina joaqvina vassele  of the republic of mozambique, to be supervised by professor fan daidu; and mr. bountheva louangsouphom of the lao people's democratic republic, to be supervised by professor liu zhifei.
the five awardees are expected to commence their respective post-graduate degree courses in shanghai, china in the fall of 2011.
the scholarship awards supporting candidates from developing countries in the field of marine sciences stem from a memorandum of understanding (mou) signed in june 2009 between comra and the international seabed authority.tweets by isbahqna",2021-04-16
"218","Positive Commitment By Member States Enable ISA Achievements","https://isa.org.jm, https://www.translatetheweb.com/?from=&to=fr&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://www.translatetheweb.com/?from=&to=es&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://twitter.com/ISBAHQ?ref_src=twsrc%5Etfw","kingston, jamaica 11 december 2010 - - the adoption at the sixteenth session of the authority of the regulations for prospecting and exploration for polymetallic sulphides was  an important achievement for the authority made possible by the positive commitment shown by member states in concluding the negotiations on the draft regulations.
in his speech at the 65th session of the general assembly, isa secretary-general, nii  allotey odunton said one of the reasons why it was so important to establish a regulatory framework for sulphide exploration was because of the possibility that one or more states would wish to apply for exploration licences in the near future.  since the adoption of the regulations, two states have submitted applications for exploration licences.
secretary-general odunton continued that another milestone for the authority in 2010 was the decision by the council to request an advisory opinion from the seabed disputes chamber. this was a significant development for the convention regime as a whole in that the making of the request, and the manner in which it was dealt with by the council and the chamber, demonstrates that the system set out in the convention works. the fact that the authority and its political organs were willing and able to respond to difficulties in the interpretation of provisions of the convention in a responsible and constructive manner should give great comfort to individual states parties as well as to the future seabed mining industry.tweets by isbahqna",2021-04-16
"219","ISA Secretary-General gets first look at Nautilus Minerals Polymetallic Sulphides Mining Technology","https://isa.org.jm, https://www.translatetheweb.com/?from=&to=fr&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://www.translatetheweb.com/?from=&to=es&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://twitter.com/ISBAHQ?ref_src=twsrc%5Etfw","secretary-general nii odunton accompanied by his deputy and legal counsel, michael lodge, had the opportunity to visit the soil machine dynamics (smd) facility in newcastle upon tyne  on 4 september 2014, to get a look at nautilus minerals' polymetallic sulphides mining technology.
the newly assembled auxiliary cutter (ac), is the third and final seafloor production tool (spt)  being built for nautilus minerals for polymetallic sulphides (also called seafloor massive sulphides) mining at its solwara 1 deposit in the bismarck sea off papua new guinea. nautilus has a production target of 1.2 to 1.6 metric tonnes per year of sulphides material containing copper and gold. the excavation and collection of mineralised material has been split into three individual tasks, which will each be carried out by a different seafloor production tool (spt) which comprise an auxiliary cutter (ac), a bulk cutter (bc) and a collecting machine (cm).
the ac is designed as the pioneering tool which prepares the rugged sea bed for the more powerful bc. these two tools gather the excavated material; the third, the cm, will collect the cut material by drawing it in as seawater slurry with internal pumps, pushing it through a flexible pipe to the subsea pump and on to the production support vessel (psv) via a riser and lifting system (rals). the assembly of the auxiliary cutter makes it the first of the three seafloor production tools to have been completed.    it weighs approximately 250 tonnes.
nautilus minerals, a canadian company with offices in australia, papua new guinea (png), tonga and fiji was granted its first mining lease in january 2011 for polymetallic sulphides deposits at the prospect known as solwara 1, in the territorial waters of papua new guinea. it also holds approximately 500,000 square kilometres of exploration areas, or tenement applications, in png, tonga, fiji, vanuatu, the solomon islands, new zealand and the central pacific. previous exploration has already identified mineralised seafloor systems in the bismarck sea and in tonga.
in 2012, the international seabed authority entered into a 15-year exploration contract with nautilus minerals subsidiary, tonga offshore mining limited (toml) for exploration for polymetallic nodules in the clarion-clipperton fracture zone.
auxiliary cutter (ac)

bulk cutter (bc)tweets by isbahqna",2021-04-16
"220","ISA and IFREMER Sign Exploration Contract for Poly metallic Sulphides","https://isa.org.jm, https://www.translatetheweb.com/?from=&to=fr&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://www.translatetheweb.com/?from=&to=es&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://twitter.com/ISBAHQ?ref_src=twsrc%5Etfw","the international seabed authority and the institut français de recherche pour l'exploitation de la mer (ifremer) have signed a 15-year contract for exploration for polymetallic sulphides. 
the contract was signed in issy-les-moulineaux, france on 18 november 2014 by the secretary-general of the authority, nii allotey odunton and the president-managing director of ifremer, françois jacq.
the exploration area is located along the mid-atlantic ridge and is composed of 100 blocks with a surface area of approximately 10 kilometres by 10 kilometres each; arranged in six clusters of 5 to 25 blocks.
the application for a seabed exploration contract which was approved by the council of the authority on 26 july 2012 is the second for ifremer. its first contract for exploration for polymetallic nodules in the clarion clipperton fracture zone was signed in june 2001.
ifremer release 
photos of the signing ceremony are courtesy of ifremer/s.vandoolaghetweets by isbahq",2021-04-16
"221","OPEN FOR APPLICATIONS: Contractor Training Programmes","https://isa.org.jm, https://www.translatetheweb.com/?from=&to=fr&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://www.translatetheweb.com/?from=&to=es&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://twitter.com/ISBAHQ?ref_src=twsrc%5Etfw","jamaica, kingston (2 march 2017) - - china ocean mineral resources research and development association (comra) and the ministry of oceans and fisheries, republic of korea (mof) are offering training opportunities to candidates from developing states, in accordance with their respective exploration contracts for cobalt-rich ferromanganese crusts and polymetallic sulphides, with the international seabed authority.

china ocean mineral resources research and development association

comra is offering three (3) training places to candidates of developing states in accordance with its contract for cobalt-rich ferromanganese crusts exploration with the authority. 
the training will take place at sun yat-sen university in guangzhou city, guangdong province for a duration of three months scheduled to commence in september 2017. it will be conducted by the guangzhou bureau of marine geological survey. 
candidates for this training programme will receive comprehensive training in the fields of geo-oceanography, biology and environment.
for more information on this training opportunity, please visit the isa website at http://bit.ly/2mx7kxk .

ministry of oceans and fisheries (mof), republic of korea (rok)

mof-rok is offering two (2) at-sea training places for candidates from developing states, in the fields of geology and geophysics. the cruise will be organized by the korea institute of ocean science and technology (kiost) and is planned between june and august, 2017, for about 30 days.
the survey will focus on geological sampling and high-resolution topographic mapping using a deep-tow side scan sonar system.
for more information on this at-sea training opportunity, please visit the isa website at http://bit.ly/2m0csqt . 
~ends~tweets by isbahq",2021-04-16
"222","ISA Selects Candidates for COMRA Training Programme","https://isa.org.jm, https://www.translatetheweb.com/?from=&to=fr&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://www.translatetheweb.com/?from=&to=es&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://twitter.com/ISBAHQ?ref_src=twsrc%5Etfw","jamaica, kingston (6 march 2015) - - the isa/china ocean mineral resources research and development association (comra) recently selected four candidates from developing countries for its contractor training programme.
according to the programme, comra will provide on-land training opportunities for four trainees from developing countries in 2015, with two trainees for a fellowship training programme, and two for an engineering training programme.
the four successful applicants are mr. reinier giralt ortega (cuba), and mr. taufan wiguna (indonesia) for the fellowship training programme and ms. natia chomakhidze (georgia), and mr. prithivi dass bissessur (mauritius) for the engineering training programme.
details of the training programme were circulated to members of the authority in november 2014 inviting the nominations of candidates. a total of 93 applications from 34 countries were received.
in making its selection of candidates, the authority's legal and technical commission designated a subgroup to review the applications. in the process, the subgroup considered the relevant regulations, as well as the principles, policies, and procedures applicable to the training programmes, particularly the recommendations for the guidance of contractors and sponsoring states relating to training programmes under plans of work for exploration.
the selection of candidates by the subgroup was based on the proposed qualifications of candidates by comra, particularly language proficiency, education, scientific research background or marine management work experience, potential career development of candidates, reasons for seeking training, expected benefit to their national countries as well as other merits embodied in the application and nomination forms. subject to these considerations, due regard was also paid to the equitable geographical distribution and gender balance, in particular the interests and needs of the landlocked and geographically disadvantaged developing states, as requested by the council in its decision made during the 20th session.
during its meetings from 16-24 february,  the legal and technical commission, after considering the work of the subgroup, recommended that the following candidates be chosen for the respective training programmes.
            fellowship training programme:
first-ranked candidates: 
mr. reinier giralt ortega (cuba)           
mr. taufan wiguna (indonesia)                        
first alternate:
ms. natalia amezcua torres (mexico)            
other alternates:
mr. victor lopes (brazil) 
mr. md. minhaj monir (bangladesh)
mr. mohamed alyelsayedaly hassan (egypt)         
engineering training programme:
first-ranked candidates: 
ms. natia chomakhidze (georgia)       
mr. prithivi dass bissessur (mauritius)
first alternate:
mr. andriharizafy rantosoa (madagascar)                
other alternates:
mr. dramane traore (mali)
mr. tris handoyo (indonesia)
mr. chinedu okweze (nigeria)
mr. mohammad hossain mahtab (bangladesh)     
mr. afif widaryanto (indonesia)tweets by isbahq",2021-04-16
"223","Ambassador Of Belgium Presents Credentials To The Secretary-General","https://isa.org.jm, https://www.translatetheweb.com/?from=&to=fr&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://www.translatetheweb.com/?from=&to=es&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://twitter.com/ISBAHQ?ref_src=twsrc%5Etfw","h.e. mrs godelieve van den bergh, presented her credentials to the international seabed authority, to the international seabed authority on 10 october 2012.
ambassador van den bergh commenced her career in 1980 with the ministry of foreign affairs in belgium.  she has represented belgium with many international postings to europe, north america, south america and the far east. she holds a masters degree in law from the catholic university, louvain (kul).  
ambassador van den bergh arrived in jamaica in july 2012 to take up her responsibilities as ambassador of belgium to jamaica and permanent representative to the international seabed authority.tweets by isbahqna",2021-04-16
"224","Call for Expressions of Interest","https://isa.org.jm, https://www.translatetheweb.com/?from=&to=fr&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://www.translatetheweb.com/?from=&to=es&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://twitter.com/ISBAHQ?ref_src=twsrc%5Etfw","jamaica, kingston, (14 september 2015) - - isa is seeking expressions of interest (eoi) from qualified consultants or firms to conduct a general and systematic review of the manner in which the international regime of the area has operated in practice.
pursuant to article 154 of the united nations convention on the law of the sea, the review will be carried out under the oversight of a review committee who will appoint consultants based on a qualified short list prepared by the isa secretary-general.
in order to obtain the necessary invitation and to access the appropriate tender documents, interested consultants or firms are requested to express their interest by completing the isa.154.r.2 form. the eoi information sheet and the eoi flyer can also be downloaded for further clarification. 
the eoi remains valid until friday 2 october, 2015.
all queries should be directed to the isa's office of legal affairs using the details provided below.
contact:    mr sainivalati s.navoti, senior legal officer
email:       eoi@isa.org.jm
tel:           +1 876 922-9105/9 ext 242
direct:       +1 876 656-9981
mobile:      +1 876 324-5247
fax:           +1 876 922-0195
* *** *tweets by isbahq",2021-04-16
"225","ISA To Hold November 2011 Workshop In Fiji","https://isa.org.jm, https://www.translatetheweb.com/?from=&to=fr&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://www.translatetheweb.com/?from=&to=es&dl=en&a=https%3A%2F%2Fisa.org.jm%2F, https://twitter.com/ISBAHQ?ref_src=twsrc%5Etfw","kingston, jamaica, 4 october 2011 - the international seabed authority in collaboration with the government of fiji and the secretariat of the pacific community (spc) sopac division is organising an international workshop on environmental management needs for exploration and exploitation of deep sea minerals, to be held at the sofitel fiji resort in nadi, fiji islands from 29 november to 2 december 2011.
this initiative reflects the increasing interest and associated concerns on the potential impacts of deep sea minerals exploration and mining and how responsible authorities (i.e. governments and the isa) will regulate this emerging economic development opportunity in a sustainable manner both within national jurisdiction and in the area.
the objectives of this workshop are:
to increase awareness of the nature of the mineral resources in marine areas beyond the limits of national jurisdiction (“the area”), and on the outer continental shelf, and the measures taken by the international seabed authority with regard to the protection of the marine environment from the harmful effects of deep seabed mining and the applicability of such measures to the development of marine minerals within national jurisdiction.
to formulate preliminary recommendations for environmental impact assessments (eia) of seabed mining both within and beyond national jurisdiction.

although neither the authority nor spc/sopac can provide financial support, anyone interested in participating in the workshop can contact adam cook.
for further information and to access the draft agenda please click the workshop webpage.tweets by isbahqna",2021-04-16
